SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
10/M1,LINGUE E LINGUAGGI,2239-0359,.
10/M1,LINGUE E LINGUAGGI,2239-0367,.
10/M1,LINGUE E LINGUAGGIO,1720-9331,.
10/M1,LINGUISTIC INQUIRY,0024-3892,.
10/M1,LINGUISTICS,0024-3949,.
10/M1,LINGUISTIK ONLINE,1615-3014,.
10/M1,LINGUISTISCHE BERICHTE,0024-3930,.
10/M1,LINKS,1594-5359,.
10/M1,LITERATUR UND KRITIK,0024-466X,.
10/M1,L'OSPITE INGRATO,1590-5608,.
10/M1,MANUSKRIPTE,0025-2638,.
10/M1,MEDIAEVISTIK,0934-7453,.
10/M1,MEISTER-ECKHART-JAHRBUCH,2196-6915,.
10/M1,MIT WORKING PAPERS IN LINGUISTICS,1049-1058,.
10/M1,MODERNA,1128-6326,.
10/M1,MONATSHEFTE,0026-9271,.
10/M1,MONATSHEFTE,1934-2810,.
10/M1,MUSIL-FORUM,1016-1333,.
10/M1,MUTTERSPRACHE,0027-514X,.
10/M1,NEOPHILOLOGUS,0028-2677,.
10/M1,NEW GERMAN CRITIQUE,0094-033X,.
10/M1,NEW GERMAN CRITIQUE,1558-1462,.
10/M1,NIETZSCHE-STUDIEN,1613-0790,.
10/M1,NORDIC THEATRE STUDIES,0904-6380,.
10/M1,NORDICUM-MEDITERRANEUM,1670-6242,.
10/M1,NOWELE,2212-9715,.
10/M1,NOWELE: NORTH-WESTERN EUROPEAN LANGUAGE EVOLUTION,0108-8416,.
10/M1,NUOVA CORRENTE,0029-6155,.
10/M1,ONOMA,0078-463X,.
10/M1,OPUSCULA. ANNUAL OF THE SWEDISH INSTITUTES AT ATHENS AND ROME,2000-0898,.
10/M1,ORBIS LINGUARUM,1426-7241,.
10/M1,OXFORD GERMAN STUDIES,0078-7191,.
10/M1,OXFORD GERMAN STUDIES,1745-9214,.
10/M1,PAIDEIA,0030-9435,.
10/M1,PEGS (PUBLICATIONS OF THE ENGLISH GOETHE SOCIETY),0959-3683,.
10/M1,POETICS,0304-422X,.
10/M1,RICERCHE DI STORIA POLITICA,1120-9526,.
10/M1,RIVISTA DI FILOSOFIA NEO-SCOLASTICA,0035-6247,.
10/M1,RIVISTA DI LETTERATURE MODERNE E COMPARATE,0391-2108,.
10/M1,RIVISTA STORICA ITALIANA,0035-7073,.
10/M1,"SAGA-BOOK (VIKING SOCIETY FOR NORTHERN RESEARCH, UNIVERSITY COLLEGE LONDON)",0305-9219,.
10/M1,SCANDINAVIAN STUDIES,0036-5637,.
10/M1,SCHWEIZER MONATSHEFTE,0036-7400,.
10/M1,SCIENTIA POETICA,1431-5041,.
10/M1,SCIENTIA POETICA,1868-9418,.
10/M1,SCRIPTA ISLANDICA,0582-3234,.
10/M1,SEGNO E TESTO,2037-0245,.
10/M1,SEMICERCHIO,1123-4075,.
10/M1,SINN UND FORM,0037-5756,.
10/M1,SPRACHTHEORIE UND GERMANISTISCHE LINGUISTIK,1218-5736,.
10/M1,SSOL SCIENTIFIC STUDY OF LITERATURE,2210-4372,.
10/M1,SSOL SCIENTIFIC STUDY OF LITERATURE,2210-4380,.
10/M1,STRUMENTI CRITICI,0039-2618,.
10/M1,STUDI COMPARATISTICI,1974-157X,.
10/M1,STUDI DI ESTETICA,0585-4733,.
10/M1,STUDI E SAGGI LINGUISTICI,0085-6827,.
10/M1,STUDI GERMANICI,0039-2952,.
10/M1,STUDI ITALIANI DI LINGUISTICA TEORICA E APPLICATA,0390-6809,.
10/M1,STUDI MEDIEVALI,0391-8467,.
10/M1,STUDI SLAVISTICI,1824-761X,.
10/M1,STUDIA AUSTRIACA,1593-2508,.
10/M1,STUDIA NEOPHILOLOGICA,0039-3274,.
10/M1,STUDIA NEOPHILOLOGICA,1651-2308,.
10/M1,STUDIA NORWIDIANA,0860-0562,.
10/M1,STUDIA THEODISCA,1593-2478,.
10/M1,STUDIA UNIVERSITATIS BABES-BOLYAI. PHILOLOGIA,1220-0484,.
10/M1,STUDIA UNIVERSITATIS BABES-BOLYAI. PHILOLOGIA,2065-9652,.
10/M1,TESTI E LINGUAGGI,1974-2886,.
10/M1,TESTO,1123-4660,.
10/M1,TESTO A FRONTE,1128-238X,.
10/M1,TEXT + KRITIK,0040-5329,.
10/M1,THE GERMAN QUARTERLY,0016-8831,.
10/M1,THE GERMANIC REVIEW,0016-8890,.
10/M1,THE JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,0363-6941,.
10/M1,THE JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,1945-662X,.
10/M1,THE JOURNAL OF SPECIALISED TRANSLATION,1740-357X,.
10/M1,THOMAS-MANN-JAHRBUCH,0935-6983,.
10/M1,TRADITIO,0362-1529,.
10/M1,TRADITIO,2166-5508,.
10/M1,TRANS. INTERNET-ZEITSCHRIFT FÜR KULTURWISSENSCHAFTEN,1560-182X,.
10/M1,TRANSCARPATHICA,1583-6592,.
10/M1,TRANSIT,1551-9627,.
10/M1,TRANS-KOM,1867-4844,.
10/M1,TRANSLATION STUDIES,1478-1700,.
10/M1,TRANSLATION STUDIES,1751-2921,.
10/M1,VERIFICHE,0391-4186,.
10/M1,VIKING AND MEDIEVAL SCANDINAVIA,1782-7183,.
10/M1,WEIMARER BEITRAEGE,0043-2199,.
10/M1,WIRKENDES WORT,0935-879X,.
10/M1,ZEITSCHRIFT DER GERMANISTEN RUMÄNIENS,1454-4008,.
10/M1,ZEITSCHRIFT FUER DEUTSCHE PHILOLOGIE,0044-2496,.
10/M1,ZEITSCHRIFT FUER DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR,0044-2518,.
10/M1,ZEITSCHRIFT FUER RELIGIONS- UND GEISTESGESCHICHTE,0044-3441,.
10/M1,ZEITSCHRIFT FÜR ANGEWANDTE LINGUISTIK,1433-9889,.
10/M1,ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,0044-1449,.
10/M1,ZEITSCHRIFT FUR GERMANISTIK,0323-7982,.
10/M1,ZEITSCHRIFT FÜR INTERKULTURELLE GERMANISTIK,1869-3660,.
10/M1,ZEITSCHRIFT FÜR INTERKULTURELLE GERMANISTIK,2198-0330,.
10/M1,ZEITSCHRIFT FÜR INTERKULTURELLEN FREMDSPRACHENUNTERRICHT,1205-6545,.
10/M1,ZEITSCHRIFT FÜR SPRACHWISSENSCHAFT,0721-9067,.
10/M1,ZGL. ZEITSCHRIFT FÜR GERMANISTISCHE LINGUISTIK,0301-3294,.
10/M1,ZIELSPRACHE DEUTSCH,0341-5864,.
10/M2,AB IMPERIO. ISSLEDOVANIJA PO NOVOJ IMPERSKOJ ISTORII I NACIONALIZMUV POSTSOVETSKOM PROSTRANSTVE,2166-4072,.
10/M2,BĂLGARSKI EZIK,0005-4283,.
10/M2,BALKANSKO EZIKOZNANIE,0324-1653,.
10/M2,BAROK,1232-3233,.
10/M2,BELFAGOR,0005-8351,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/M2,BOLLETTINO DELLA BADIA GRECA DI GROTTAFERRATA,0005-3783,.
10/M2,CANADIAN SLAVONIC PAPERS,2375-2475,.
10/M2,CANADIAN SLAVONIC PAPERS/ REVUE CANADIENNE DES SLAVISTES (CSP),0008-5006,.
10/M2,ČASOPIS PRO MODERNÍ FILOLOGII,0008-7386,.
10/M2,CESKA LITERATURA,0009-0468,.
10/M2,COMPARATIVE LEGILINGUISTICS,2080-5926,.
10/M2,COMPARATIVE LEGILINGUISTICS,2391-4491,.
10/M2,COMUNICARE,1827-0905,.
10/M2,CRITICA DEL TESTO,1127-1140,.
10/M2,CROATICA ET SLAVICA IADERTINA,1845-6839,.
10/M2,CROATICA ET SLAVICA IADERTINA,1849-0131,.
10/M2,CROCEVIA,.,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/M2,DREVNJAJA RUS'. VOPROSY MEDIEVISTIKI,2071-9574,.
10/M2,EUROPA ORIENTALIS,0392-4580,.
10/M2,FLUMINENSIA,0353-4642,.
10/M2,HARVARD UKRAINIAN STUDIES,0363-5570,.
10/M2,IL CONFRONTO LETTERARIO,0394-994X,.
10/M2,ITINERARIA,1594-1019,.
10/M2,JAZYKOVEDNÝ ČASOPIS,0021-5597,.
10/M2,JEZIK IN SLOVSTVO,0021-6933,.
10/M2,JEZIK IN SLOVSTVO,1581-3754,.
10/M2,JOURNAL OF SLAVIC LINGUISTICS,1068-2090,.
10/M2,JUŽNOSLOVENSKI FILOLOG,0350-185X,.
10/M2,KNJIŽEVNA ISTORIJA,0350-6428,.
10/M2,KNJIZEVNA SMOTRA,0455-0463,.
10/M2,KOMPʹÛTERNAÂ LINGVISTIKA I INTELLEKTUALʹNYE TEHNOLOGII,2075-7182,.
10/M2,KOMPʹÛTERNAÂ LINGVISTIKA I INTELLEKTUALʹNYE TEHNOLOGII,2221-7932,.
10/M2,KRITIKA,1531-023X,.
10/M2,KRITIKA: EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY,1538-5000,.
10/M2,KWARTALNIK NEOFILOLOGICZNY,0023-5911,.
10/M2,KYIV-MOHYLA HUMANITIES JOURNAL,2313-4895,.
10/M2,LA REVUE RUSSE,1161-0557,.
10/M2,L'ANALISI LINGUISTICA E LETTERARIA,1122-1917,.
10/M2,"LĚTOPIS - ZEITSCHRIFT FÜR SORBISCHE SPRACHE, GESCHICHTE UND KULTUR(D)",0943-2787,.
10/M2,LETOPIS MATICE SRPSKE,0025-5939,.
10/M2,LETTERATURA E LETTERATURE,1971-906X,.
10/M2,L'IMMAGINE RIFLESSA,0391-2973,.
10/M2,LINGUA,0024-3841,.
10/M2,LINGUE E LINGUAGGI,2239-0359,.
10/M2,LINGUE E LINGUAGGI,2239-0367,.
10/M2,LINGUE E LINGUAGGIO,1720-9331,.
10/M2,LINGUISTICA,0024-3922,.
10/M2,LINGUISTICA,2350-420X,.
10/M2,LISTY FILOLOGICKÉ,0024-4457,.
10/M2,LITERATŪRA,0258-0802,.
10/M2,LITERATŪRA,1648–1143,.
10/M2,LITTERARIA COPERNICANA,1899-315X,.
10/M2,L'OSPITE INGRATO,1974-9813,.
10/M2,MODERNA,1128-6326,.
10/M2,MORPHOLOGY,1871-5621,.
10/M2,MORPHOLOGY,1871-5656,.
10/M2,NAŠE ŘEČ,0027-8203,.
10/M2,NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345,.
10/M2,NOVEJŠAÂ ISTORIÂ ROSSII,2309-7973,.
10/M2,NOVOE LITERATURNOE OBOZRENIE,0869-6365,.
10/M2,ODRODZENIE I REFORMACJA W POLSCE,0029-8514,.
10/M2,ORIENTALIA CHRISTIANA PERIODICA,0030-5375,.
10/M2,PALAEOBULGARICA. STAROBULGARISTIKA,0204-4021,.
10/M2,PAMIETNIK LITERACKI,0031-0514,.
10/M2,PAMIĘTNIK TEATRALNY,0031-0522,.
10/M2,PL.IT,2384-9266,.
10/M2,POSTSCRIPTUM POLONISTYCZNE,1898-1593,.
10/M2,POZNAŃSKIE STUDIA POLONISTYCZNE. SERIA JĘZYKOZNAWCZA,2450-4939,.
10/M2,POZNAŃSKIE STUDIA POLONISTYCZNE. SERIA LITERACKA,1233-8680,.
10/M2,POZNAŃSKIE STUDIA SLAWISTYCZNE,2084-3011,.
10/M2,PRACE FILOLOGICZNE,0138-0567,.
10/M2,"PRILOZI ZA KNJIŽEVNOST, JEZIK, ISTORIJU I FOLKLOR",0350-6673,.
10/M2,PRIMERJALNA KNJIZEVNOST,0351-1189,.
10/M2,PROBLEMY ISTORIČESKOJ POETIKI,1026-9479,.
10/M2,PRZEGLĄD HUMANISTYCZNY,0023-5938,.
10/M2,PRZESTRZENIE TEORII,1644-6763,.
10/M2,PRZESTRZENIE TEORII,2450-5765,.
10/M2,REVUE DES ETUDES SLAVES,0080-2557,.
10/M2,REVUE DES ÉTUDES SLAVES,2117-718X,.
10/M2,RIVISTA DI LETTERATURA ITALIANA,0392-825X,.
10/M2,RIVISTA DI LETTERATURE MODERNE E COMPARATE,0391-2108,.
10/M2,RIVISTA DI STORIA E LETTERATURA RELIGIOSA,0035-6573,.
10/M2,RIVISTA DI STUDI BIZANTINI E NEOELLENICI,0557-1367,.
10/M2,RIVISTA STORICA ITALIANA,0035-7073,.
10/M2,ROCZNIKI HUMANISTYCZNE,0035-7707,.
10/M2,ROMÀNIA ORIENTALE,1121-4015,.
10/M2,RUCH LITERACKI,0035-9602,.
10/M2,RUSSIAN LINGUISTICS,0304-3487,.
10/M2,RUSSIAN LINGUISTICS,1572-8714,.
10/M2,RUSSIAN LITERATURE,0304-3479,.
10/M2,RUSSICA ROMANA,1128-6377,.
10/M2,RUSSKAJA LITERATURA,0131-6095,.
10/M2,RUSSKIJ ÂZYK V NAUČNOM OSVEŜENII,1681-1062,.
10/M2,SCANDO-SLAVICA,0080-6765,.
10/M2,SEMICERCHIO,1123-4075,.
10/M2,SLAVIA,0037-6736,.
10/M2,SLAVIA MERIDIONALIS,2392-2400,.
10/M2,SLAVIA ORIENTALIS,0037-6744,.
10/M2,SLAVIC AND EAST EUROPEAN JOURNAL,0037-6752,.
10/M2,SLAVIC AND EAST EUROPEAN JOURNAL,2325-7687,.
10/M2,SLAVIC REVIEW,0037-6779,.
10/M2,SLAVICA OCCITANIA,1245-2491,.
10/M2,SLAVICA SLOVACA,0037-6787,.
10/M2,SLAVISTICNA REVIJA,0350-6894,.
10/M2,SLAVJANOVEDENIE,0869-544X,.
10/M2,SLAVJANSKIJ AL’MANACH,2073-5731,.
10/M2,SLAVONIC AND EAST EUROPEAN REVIEW,0037-6795,.
10/M2,SLOVĚNE,2304-0785,.
10/M2,SLOVĚNE,2305-6754,.
10/M2,SLOVENSKÁ REČ,0037-6981,.
10/M2,SLOVENSKÁ REČ,1338-4279,.
10/M2,SLOVO,0583-6255,.
10/M2,SLOVO A SLOVESNOST,0037-7031,.
10/M2,SLOVO A SMYSL,1214-7915,.
10/M2,SOUTHEASTERN EUROPE,0094-4467,.
10/M2,SOUTHEASTERN EUROPE,1876-3332,.
10/M2,STAROBʺLGARSKA LITERATURA,0204-868X,.
10/M2,STUDI ITALIANI DI LINGUISTICA TEORICA E APPLICATA,0390-6809,.
10/M2,STUDI MEDIEVALI E UMANISTICI,2035-3774,.
10/M2,STUDI SLAVISTICI,1824-7601,.
10/M2,STUDI SLAVISTICI,1824-761X,.
10/M2,STUDIA RUSSICA,0139-0287,.
10/M2,STUDIA SLAVICA ACADEMIAE SCIENTIARUM HUNGARICAE,0039-3363,.
10/M2,STUDIA Z FILOLOGII POLSKIEJ I SLOWIANSKIEJ,0081-7090,.
10/M2,STUDIUM,0039-4130,.
10/M2,SUPOSTAVITELNO EZIKOZNANIE,0204-8701,.
10/M2,SUVREMENA LINGVISTIKA,0586-0296,.
10/M2,TEKSTY DRUGIE,0867-0633,.
10/M2,TESTI E LINGUAGGI,1974-2886,.
10/M2,THE RUSSIAN REVIEW,1467-9434,.
10/M2,THEORETICAL LINGUISTICS,1613-4060,.
10/M2,TRUDY OTDELA DREVNERUSSKOI LITERATURY,0130-464X,.
10/M2,UČENYE ZAPISKI KAZANSKOGO UNIVERSITETA. SERIJA GUMANITARNYE NAUKI,1815-6126,.
10/M2,UMJETNOST RIJEČI,0503-1583,.
10/M2,VESTNIK RUSSKOJ HRISTIANSKOJ GUMANITARNOJ AKADEMII,1819-2777,.
10/M2,VOPROSY IAZYKOZNANIIA,0373-658X,.
10/M2,VOPROSY LITERATURY,0042-8795,.
10/M2,WIEK XIX,2080-0851,.
10/M2,WIENER SLAVISTISCHES JAHRBUCH,0084-0041,.
10/M2,ZBORNIK MATICE SRPSKE ZA KNJIZEVNOST I JEZIK,0543-1220,.
10/M2,ZEITSCHRIFT FUER SLAVISCHE PHILOLOGIE,0044-3492,.
10/M2,ZEITSCHRIFT FÜR SLAWISTIK,0044-3506,.
10/M2,ZGODOVINSKI ČASOPIS,0350-5774,.
10/N1,A.I.O.N. ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1724-6172,.
10/N1,ACME,0001-494X,.
10/N1,ACME,1492-9732,.
10/N1,ACTA KOREANA,1520-7412,.
10/N1,ADAMANTIUS,1126-6244,.
10/N1,AEGYPTUS,0001-9046,.
10/N1,AEGYPTUS,1827-7888,.
10/N1,AESTIMATIO,1549-4489,.
10/N1,AETHIOPICA,1430-1938,.
10/N1,AEVUM,0001-9593,.
10/N1,AFRICA,0001-9747,.
10/N1,AFRICA,0330-8235,.
10/N1,AFRICAN ARCHAEOLOGICAL REVIEW,0263-0338,.
10/N1,AFRIKA UND ÜBERSEE,0002-0427,.
10/N1,AFRIKANISTISCHE ARBEITSPAPIERE,0178-725X,.
10/N1,ÄGYPTEN UND LEVANTE,1813-5145,.
10/N1,AION. ANNALI DEL DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE LINGUISTICA,1125-0240,.
10/N1,AJS REVIEW,0364-0094,.
10/N1,AKKADICA,1378-5087,.
10/N1,ALEPH: HISTORICAL STUDIES IN SCIENCE AND JUDAISM,1565-1525,.
10/N1,AL-MASĀQ,0950-3110,.
10/N1,AL-QANTARA,0211-3589,.
10/N1,ALTORIENTALISCHE FORSCHUNGEN,0232-8461,.
10/N1,AMERICAN JOURNAL OF ARCHAEOLOGY,0002-9114,.
10/N1,ANALECTA PAPYROLOGICA,1122-2336,.
10/N1,ANATOLICA,0066-1554,.
10/N1,ANCIENT NEAR EASTERN STUDIES,1378-4641,.
10/N1,ANNALES ARCHÉOLOGIQUES ARABES SYRIENNES,0570-1554,.
10/N1,ANNALES DU SERVICE DES ANTIQUITÉS DE L'EGYPTE,1110-2160,.
10/N1,"ANNALI DEL DIPARTIMENTO DI STUDI LETTERARI, LINGUISTICI E COMPARATI. SEZIONE LINGUISTICA",2281-6585,.
10/N1,ANNALI DI CA' FOSCARI,1125-3762,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N1,ANNALI DI CA' FOSCARI. SERIE ORIENTALE,1125-3789,.
10/N1,ANNALI. ISTITUTO UNIVERSITARIO ORIENTALE NAPOLI,0393-3180,.
10/N1,ANNALI-ISTITUTO ITALIANO DI NUMISMATICA,0578-9923,.
10/N1,ANTIQUITES AFRICAINES,0066-4871,.
10/N1,ARABIC SCIENCES AND PHILOSOPHY,0957-4239,.
10/N1,ARAM PERIODICAL,0959-4213,.
10/N1,ARAMAIC STUDIES,1477-8351,.
10/N1,ARCHAEOMETRY,1475-4754,.
10/N1,ARCHEOLOGIA DELL'ARCHITETTURA,1126-6236,.
10/N1,ARCHEOLOGIA MEDIEVALE,0390-0592,.
10/N1,ARCHIVES DE SCIENCES SOCIALES DES RELIGIONS,0335-5985,.
10/N1,ARCHIVUM OTTOMANICUM,0378-2808,.
10/N1,ARS ORIENTALIS,0571-1371,.
10/N1,ASIA MAJOR,0004-4482,.
10/N1,ASIATISCHE STUDIEN,0004-4717,.
10/N1,ATHENAEUM,0004-6574,.
10/N1,"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. CLASSE DI SCIENZE FISICHE, MATEMATICHE E NATURALI. RENDICONTI LINCEI. SUPPLEMENTO",1121-3094,.
10/N1,"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181,.
10/N1,AULA ORIENTALIS,0212-5730,.
10/N1,AZANIA,0067-270X,.
10/N1,BAAL,1683-0083,.
10/N1,BAGHDADER MITTEILUNGEN,0418-9698,.
10/N1,BIBLIOTHECA ORIENTALIS,0006-1913,.
10/N1,BIZANTINISTICA,1591-0172,.
10/N1,"BOLLETTINO-MONUMENTI, MUSEI E GALLERIE PONTIFICIE",1018-4317,.
10/N1,BRITISH MUSEUM STUDIES IN ANCIENT EGYPT AND SUDAN,2049-5021,.
10/N1,BULLETIN DE L'INSTITUT FRANÇAIS D'ARCHÉOLOGIE ORIENTALE,0255-0962,.
10/N1,BULLETIN DES SÉANCES DE L'ACADÉMIE ROYALE DES SCIENCES D'OUTRE-MER,0001-4176,.
10/N1,BULLETIN OF THE ASIA INSTITUTE,0890-4464,.
10/N1,BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES,0041-977X,.
10/N1,BULLETIN DE L’INSTITUT FRANÇAIS D’ARCHÉOLOGIE ORIENTALE,2429-2869,.
10/N1,BYRSA,1721-8071,.
10/N1,CAHIERS D'ASIE CENTRALE,1270-9247,.
10/N1,CAMBRIDGE ARCHAEOLOGICAL JOURNAL,0959-7743,.
10/N1,CHRONIQUE D’EGYPTE,2034-6441,.
10/N1,CHRONIQUE D'EGYPTE,0009-6067,.
10/N1,COMPTES RENDUS DU GROUPE LINGUISTIQUE D'ÉTUDES CHAMITO-SÉMITIQUES,0399-0400,.
10/N1,COMPUTATIONAL LINGUISTICS,0891-2017,.
10/N1,COMPUTATIONAL LINGUISTICS,1530-9312,.
10/N1,CONFRONTO,1129-2229,.
10/N1,CRITICA DEL TESTO,1127-1140,.
10/N1,CURRENT ANTHROPOLOGY,0011-3204,.
10/N1,CURRENT ISSUES IN LANGUAGE PLANNING,1466-4208,.
10/N1,DIASPORAS,1637-5823,.
10/N1,DIE WELT DES ISLAMS,0043-2539,.
10/N1,DIE WELT DES ORIENTS,0043-2547,.
10/N1,EAST AND WEST,0012-8376,.
10/N1,ESTUDIOS BIBLICOS,0014-1437,.
10/N1,EURASIAN STUDIES,1722-0750,.
10/N1,EUROPA ORIENTALIS,0392-4580,.
10/N1,EUROPEAN JOURNAL OF JEWISH STUDIES,2213-4972,.
10/N1,EXPRESSIONS MAGHRÉBINES,1540-0085,.
10/N1,FAITS DE LANGUES,1244-5460,.
10/N1,FAITS DE LANGUES. LES CAHIERS,2104-1881,.
10/N1,FAYYUM STUDIES,1827-3831,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N1,FOLIA ORIENTALIA,0015-5675,.
10/N1,FRANKFURTER AFRIKANISTISCHE BLATTER,0937-3039,.
10/N1,GAZETTE DU LIVRE MÉDIÉVAL,0753-5015,.
10/N1,GEOPHYSICAL JOURNAL INTERNATIONAL,0956-540X,.
10/N1,GINZE KEDEM,1565-7353,.
10/N1,GOTTINGER MISZELLEN,0344-385X,.
10/N1,HARVARD THEOLOGICAL REVIEW,1475-4517,.
10/N1,HAWLIYYAT DA'IRAT AL-ATAR AL-'AMMAT,0449-1564,.
10/N1,HAWWA,1569-2078,.
10/N1,HENOCH,0393-6805,.
10/N1,HETHITICA,0776-2666,.
10/N1,HISTORIA RELIGIONUM,2035-5572,.
10/N1,HUGOYE,1097-3702,.
10/N1,INTERNATIONAL JOURNAL OF BILINGUAL EDUCATION AND BILINGUALISM,1367-0050,.
10/N1,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1047-482X,.
10/N1,INTERNATIONAL JOURNAL OF THE SOCIOLOGY OF LANGUAGE,0165-2516,.
10/N1,IRAN,1054-562X,.
10/N1,IRAN & THE CAUCASUS,1609-8498,.
10/N1,IRANICA ANTIQUA,0021-0870,.
10/N1,IRAQ,0021-0889,.
10/N1,ISLAMIC ART,0739-3261,.
10/N1,ISLAMIC LAW AND SOCIETY,0928-9380,.
10/N1,ISLAMOCHRISTIANA,0392-7288,.
10/N1,ISTANBULER MITTEILUNGEN,0341-9142,.
10/N1,ISTINA,0021-2423,.
10/N1,"JAARBERICHT VAN HET VOORAZIATISCH-EGYPTISCH GENOOTSCHAP ""EX ORIENTE LUX""",0075-2118,.
10/N1,JERUSALEM STUDIES IN ARABIC AND ISLAM,0334-4118,.
10/N1,JOURNAL OF AFRICAN ARCHAEOLOGY,1612-1651,.
10/N1,JOURNAL OF AFRICAN LANGUAGES AND LINGUISTICS,0167-6164,.
10/N1,JOURNAL OF ANCIENT NEAR EASTERN RELIGIONS,1569-2116,.
10/N1,JOURNAL OF ANTHROPOLOGICAL SCIENCES,1827-4765,.
10/N1,JOURNAL OF ARABIC AND ISLAMIC STUDIES,0806-198X,.
10/N1,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,.
10/N1,JOURNAL OF ASSYRIAN ACADEMIC STUDIES,.,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N1,JOURNAL OF COPTIC STUDIES,1016-5584,.
10/N1,JOURNAL OF CUNEIFORM STUDIES,0022-0256,.
10/N1,JOURNAL OF GLASS STUDIES,0075-4250,.
10/N1,JOURNAL OF INNER ASIAN ART AND ARCHAEOLOGY,1783-9025,.
10/N1,JOURNAL OF ISLAMIC STUDIES,0955-2340,.
10/N1,JOURNAL OF LANGUAGE CONTACT,1955-2629,.
10/N1,JOURNAL OF MEDITERRANEAN ARCHAEOLOGY,0952-7648,.
10/N1,JOURNAL OF MODERN JEWISH STUDIES,1472-5886,.
10/N1,JOURNAL OF NEAR EASTERN STUDIES,0022-2968,.
10/N1,JOURNAL OF NORTH AFRICAN STUDIES,1362-9387,.
10/N1,JOURNAL OF PHONETICS,0095-4470,.
10/N1,JOURNAL OF QUR'ANIC STUDIES,1465-3591,.
10/N1,JOURNAL OF SEMANTICS,0167-5133,.
10/N1,JOURNAL OF SEMITIC STUDIES,0022-4480,.
10/N1,JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,0003-0279,.
10/N1,JOURNAL OF THE ASSYRIAN ACADEMIC SOCIETY,1055-6982,.
10/N1,JOURNAL OF THE HISTORY OF SUFISM,1762-0198,.
10/N1,JOURNAL OF THE ROYAL ASIATIC SOCIETY,1356-1863,.
10/N1,LA BIBLIOFILIA,0006-0941,.
10/N1,LANGUAGE,0097-8507,.
10/N1,LANGUAGE,1535-0665,.
10/N1,LANGUAGE & COMMUNICATION,0271-5309,.
10/N1,LANGUAGE AND SPEECH,0023-8309,.
10/N1,LANGUAGE IN SOCIETY,0047-4045,.
10/N1,LANGUAGE TEACHING RESEARCH,1362-1688,.
10/N1,LANGUES ET LITTÉRATURES DU MONDE ARABE,.,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N1,LE MUSEON,0771-6494,.
10/N1,LE MUSÉON,1783-158X,.
10/N1,LEVANT,0075-8914,.
10/N1,LIBER ANNUUS,0081-8933,.
10/N1,LINGUAE &,1724-8698,.
10/N1,LINGUISTICA URALICA,0868-4731,.
10/N1,MAGHREB MACHREK,1762-3162,.
10/N1,MAMLŪK STUDIES REVIEW,1947-2404,.
10/N1,MANUSCRIPTA ORIENTALIA,1238-5018,.
10/N1,MATERIA GIUDAICA,2282-4499,.
10/N1,MEDITERRANEAN LANGUAGE REVIEW,0724-7567,.
10/N1,MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. MOYEN AGE,1123-9883,.
10/N1,MESOPOTAMIA,0076-6615,.
10/N1,MHNH,1578-4517,.
10/N1,MIDDLE EASTERN LITERATURES,1475-262X,.
10/N1,MITTEILUNGEN DER DEUTSCHEN ORIENT-GESELLSCHAFT ZU BERLIN,0342-118X,.
10/N1,MITTEILUNGEN DER OSTERREICHICHEN NUMISMATISCHEN GESELLSCHAFT,0029-9359,.
10/N1,MITTEILUNGEN DES DEUTSCHEN ARCHÄOLOGISCHEN INSTITUTS. ABTEILUNG KAIRO,0342-1279,.
10/N1,MONDO CONTEMPORANEO,1825-8905,.
10/N1,MONUMENTA SERICA,0254-9948,.
10/N1,MUQARNAS,0732-2992,.
